contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,award_base_action_date,award_base_action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,recipient_uei,recipient_name,recipient_parent_name,primary_place_of_performance_county_name,primary_place_of_performance_state_code,primary_place_of_performance_state_name,award_type,prime_award_base_transaction_description,naics_code,naics_description,extent_competed,type_of_set_aside,number_of_offers_received
CONT_AWD_0309_9700_W58RGZ04G0023_9700,0309,25093351.01,25093351.01,2014-09-15,2014,Department of Defense,Department of the Army,E466BXU4KJH8,THE BOEING COMPANY,THE BOEING COMPANY,DELAWARE,PA,PENNSYLVANIA,DELIVERY ORDER,IMPROVED ELECTRICAL SYSTEM FOR CH-47 AIRCRAFT.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0361_9700_F0960303D0002_9700,0361,31780808.0,-1177508.0,2011-02-28,2011,Department of Defense,Defense Contract Management Agency,QCJNUT2JTAW9,"NORTHROP GRUMMAN TECHNICAL SERVICES, INC.",NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,"SEARCH, DETECTION, NVGTN, GUID, AERONAUTICAL,&NAUTICAL SYST&INSTR MFG",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_F0960301D0213_9700,0001,2494933.0,0.0,2001-09-27,2001,Department of Defense,Defense Contract Management Agency,QL4CHNKHQQF4,"BOEING AEROSPACE OPERATIONS, INC.",THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,"200112!000312!5700!GJ90  !WARNER ROBINS AKC/LYK           !F0960301D0213  !A!N!*!N!0001               !20010927!20030929!194293544!085188316!009256819!N!BOEING AEROSPACE OPERATIONS, I!2601 LIBERTY PKWY         !MIDWEST CITY        !OK!73110!12000!113!19!CEDAR RAPIDS        !LINN                  !IOWA      !+000000843827!N!N!000000000000!R414!SYSTEMS ENGINEERING SERVICES                      !A7 !ELECTRONICS AND COMMUNICATION !3GDL!JOINT TAC INFO DIST SYS/TERM P!336411!*!*!5!B!M! !*!*!*!B!*!*!A! !A !N!Y!2!010!B!  !Z!Y!Z!  !  !N!C!N! ! ! !C!D!A!A!000!A!C!N! ! ! ! !    !      !0001!",336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION,,10.0
CONT_AWD_0001_9700_F1962896D0038_9700,0001,4305692.39,33876090.45,2000-01-24,2000,Department of Defense,Department of the Air Force,YD6LTFVUZNG1,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"200005!5700!000020!GV67 !ESC/GAK !F1962896D0038 !A!*!000114 !20000124!20001231!193049236!001339159!001339159!N!7Y193!RAYTHEON COMPANY INC !1001 BOSTON POST RD E !MARLBOROUGH !MA!01752!38715!017!25!MARLBOROUGH !MIDDLESEX !MASS !0001!+000000408820!N!N!000000000000!5840!RADAR EQUIPMENT, EXCEPT AIRBORNE !A7 !ELECTRONICS AND COMMUNICATION !3000!NOT DISCERNABLE OR CLASSIFIED !3812!5!B!S!C!B!A!*!A !N!Z!2!003!B!* !Z!N!Z!* !* !N!C!*!A!C!A!A!A!A!* !*!N!A!C!N!*!*!*!*!*!",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,2.0
CONT_AWD_0001_9700_F3365702G4035_9700,0001,12473330.4,0.0,2002-09-30,2002,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",GENERAL ATOMICS,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,200211!000566!5700!GU72 !ASC/RWKR !F3365702G4035 !A!N! !N!0001 !20020930!20030930!824684229!809717598!859181984!N!GENERAL ATOMICS AERONAUTICAL S!16761 VIA DEL CAMPO COURT !SAN DIEGO !CA!92127!66000!073!06!SAN DIEGO !SAN DIEGO !CALIFORNIA!+000000040000!N!N!000000000000!5975!ELECTRICAL HARDWARE AND SUPPLIES !A1C!OTHER AIRCRAFT EQUIPMENT !3000!NOT DISCERNABLE OR CLASSIFIED !336411!E! !4! ! ! ! ! !99990909!B! ! !A! !D!N!U!1!001!N!6A!A!N!Z! ! !N!C!N! ! ! !A!A!A!A!000!A!A!N! ! ! ! ! ! !0001!,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_F3365703G4306_9700,0001,30350000.0,0.0,2003-01-15,2003,Department of Defense,Department of the Air Force,EZZLZJRCKRC3,"TELEDYNE, INC",ATI INC.,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,"200312!000136!5700!GU72  !ASC/RWKR                        !F3365703G4306  !A!N! !N!0001               !20030115!20030930!008391203!008255408!016435559!N!NORTHROP GRUMMAN SYSTEMS CORPO!17066 GOLDENTOP ROAD      !SAN DIEGO           !CA!92127!66000!073!06!SAN DIEGO           !SAN DIEGO             !CALIFORNIA!+000014500000!N!N!000000000000!1005!GUNS, THROUGH 30 MM                               !A1A!AIRFRAMES AND SPARES          !3000!NOT DISCERNABLE OR CLASSIFIED !336411!E! !4! ! ! ! ! !99990909!B! ! !N!Z!D!U!S!1!001!N!1G!A!Y!Z!  !  !N!C!N! ! ! !Z!Z!A!A!000!A!A!N! ! ! ! !    !      !0001! !",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_FA811715D0030_9700,0001,7368772.31,7368772.31,2015-09-30,2015,Department of Defense,Department of the Air Force,PHJHM5MZKMN5,THE BOEING COMPANY,THE BOEING COMPANY,LICKING,OH,OHIO,DELIVERY ORDER,IGF::OT::IGF REPAIR OF GUIDANCE AND NAVIGATION SYSTEMS FOR MULTIPLE AIRCRAFT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_FA852208D0003_9700,0001,333151.0,333151.0,2008-09-30,2008,Department of Defense,Defense Contract Management Agency,YYKNHCKK15C3,"TELEDYNE DEFENSE ELECTRONICS, LLC",TELEDYNE TECHNOLOGIES INCORPORATED,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,LOWER HELMET VEHICLE INTERFACE (F-16) REPAIR,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_FA852213D0006_9700,0001,1984244.0,1996772.0,2013-09-19,2013,Department of Defense,Defense Contract Management Agency,RMU3M7S8M2C3,"CRANE ELECTRONICS, INC",CRANE CO,MARICOPA,AZ,ARIZONA,DELIVERY ORDER,IGF::OT::IGF REPAIR ALQ-161 ASSETS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_FA853607D0001_9700,0001,2785220.0,2785220.0,2007-07-26,2007,Department of Defense,Defense Contract Management Agency,MMA7H4NEMCT9,CAES SYSTEMS LLC,CAES SYSTEMS LLC,MONTGOMERY,PA,PENNSYLVANIA,DELIVERY ORDER,HB ANTENNA RECEIVER SPARE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,0.0
CONT_AWD_0001_9700_FA853814D0010_9700,0001,3566626.27,3566626.27,2014-09-30,2014,Department of Defense,Department of the Air Force,NQCCULJZFY29,VERTEX MODERNIZATION AND SUSTAINMENT LLC,VERTEX MODERNIZATION AND SUSTAINMENT LLC,MARION,IN,INDIANA,DELIVERY ORDER,IGF::OT::IGF REPAIR OF F-15 AVIONICS SPECIFIC ITEMS.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_FA854016D0001_9700,0001,213711389.04,213711389.04,2015-10-30,2016,Department of Defense,Defense Contract Management Agency,H7PNSVNN5827,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ORANGE,FL,FLORIDA,DELIVERY ORDER,IGF::OT::IGFT: RSAF SUSTAINMENT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_FA861113D2850_9700,0001,32059137.47,41796388.21,2013-02-20,2013,Department of Defense,Department of the Air Force,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,TARRANT,TX,TEXAS,DELIVERY ORDER,"F-22, FCAT 1, PROGRAM INTEGRATION, REQUIREMENTS ANALYSIS AND SYSTEMS ENGINEERING",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0001_9700_FA861614D6060_9700,0001,35926274.0,34654543.02,2014-06-03,2014,Department of Defense,Department of the Air Force,JRVLDEXMYDK8,NORTHROP GRUMMAN SYSTEMS CORP,NORTHROP GRUMMAN CORPORATION,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,"COMMON VLF RECEIVER INCREMENT 1, B-2 ACAT III",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0001_9700_FA862013D3014_9700,0001,148319321.29,67460161.86,2013-05-14,2013,Department of Defense,Defense Contract Management Agency,LALWKM623MU7,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,"ACAT 1D, GLOBAL HAWK, IDIQ TO1",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0001_9700_FA863713D6003_9700,0001,655269890.71,139588322.96,2013-02-27,2013,Department of Defense,Department of the Air Force,G1YKV4VHL8Q5,"SIERRA NEVADA COMPANY, LLC",SIERRA NEVADA CORPORATION,OKALOOSA,FL,FLORIDA,DELIVERY ORDER,SNC MODEL DO 0001,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION,,
CONT_AWD_0001_9700_FA867816D0048_9700,0001,3677718.0,3677718.0,2016-04-18,2016,Department of Defense,Defense Contract Management Agency,J4Q3HP6NHK47,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS AUSTRALIA PTY LIMITED,LINN,IA,IOWA,DELIVERY ORDER,AIR TO AIR RANGE INFRASTRUCTURE SOFTWARE UPGRADE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_M6785410A5030_9700,0001,531391.6,531391.6,2010-01-07,2010,Department of Defense,Defense Contract Management Agency,HPHQMLEFNC28,"MED-ENG, LLC",MAUI ACQUISITION CORP.,FAIRFAX,VA,VIRGINIA,DELIVERY ORDER,HAL KESP1/00 HOOK&LINE BOMBTEC SYSTEM,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0001906D0012_9700,0001,9037360.02,0.0,2006-03-03,2006,Department of Defense,Defense Contract Management Agency,HJP4JZG1FUL9,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,TIOGA,NY,NEW YORK,DELIVERY ORDER,200606!327096!1700!N00019!NAVAL AIR SYSTEMS COMMAND       !N0001906D0012  !A!N! !N!0001         !      !20060303!20090503!078669280!078669280!834951691!N!LOCKHEED MARTIN CORPORATION   !3333 PILOT KNOB RD        !SAINT PAUL          !MN!55121!17288!037!27!EAGAN               !DAKOTA                !MINNESOTA !+000003155522!Y!N!000000000000!J015!MAINT & REPAIR OF EQ/AIRCRAFT STRUCTURAL COMPS    !A1C!OTHER AIRCRAFT EQUIPMENT            !000 !NOT DISCERNABLE               !336411!E! !5!B!S! ! !D!20090503!B! ! !N!Z!B!U!J!1!001!N!4A!C!N!A! !  !N!C!N! ! ! !A!A!A!A!000!A!C!N! ! ! !Y!1700!N00019!0001! !,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0001908G0012_9700,0001,6004113.89,6854070.0,2008-05-28,2008,Department of Defense,Defense Contract Management Agency,E4X3BLZPPPX3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,"PMA272 - DON LAIRCM TEST PROGRAM, CH53E",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0001914G0020_9700,0001,139423895.0,134821783.0,2016-09-19,2016,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,TARRANT,TX,TEXAS,DELIVERY ORDER,LRIP 10 INITIAL SPARES UCA,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0001915G0001_9700,0001,581373.94,626773.94,2016-12-02,2017,Department of Defense,Defense Contract Management Agency,HBCXZGZJ83M4,ALLIANT TECHSYSTEMS OPERATIONS LLC,NORTHROP GRUMMAN CORPORATION,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,SENSOR REPAIRS IGF::OT::IGF,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0001916D1003_9700,0001,13145048.22,13145048.22,2016-02-04,2016,Department of Defense,Defense Contract Management Agency,CM2HHAV628D5,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,"L3HARRIS TECHNOLOGIES, INC",MCLENNAN,TX,TEXAS,DELIVERY ORDER,IGF::CT::IGF THIS ORDER IS FOR THE DEPOT LEVEL MAINTENANCE HIGH FLIGHT HOUR INSPECTION AND MODIFICATIONS AND THE TRANSITION IN COSTS,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0001_9700_N0001916G0003_9700,0001,36100735.76,36100735.76,2016-10-05,2017,Department of Defense,Defense Contract Management Agency,ENMFLGV87MS4,"L3HARRIS TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",PASSAIC,NJ,NEW JERSEY,DELIVERY ORDER,AN/ALQ-214(V)4/5 DR/TG UPGRADE PROGRAM,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0002416G5137_9700,0001,425602.0,425602.0,2016-06-17,2016,Department of Defense,Defense Contract Management Agency,Q9SBTF8ELUP4,"GENERAL DYNAMICS-OTS, INC.",GENERAL DYNAMICS CORP,CHITTENDEN,VT,VERMONT,DELIVERY ORDER,STUDIES ANALYSIS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0016411GJQ72_9700,0001,3783923.56,3783923.56,2011-08-29,2011,Department of Defense,Department of the Navy,F11UCKNJJHX8,"TELEDYNE FLIR, LLC",TELEDYNE TECHNOLOGIES INCORPORATED,CLACKAMAS,OR,OREGON,DELIVERY ORDER,REPAIR CLIN 0001,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0016414GWS88_9700,0001,438523.45,438523.45,2015-09-08,2015,Department of Defense,Defense Contract Management Agency,KHFETCEDTCZ3,"STIMULUS ENGINEERING SERVICES, INC.","STIMULUS ENGINEERING SERVICES, INC.",MARTIN,IN,INDIANA,DELIVERY ORDER,"RELAY,ELECTROMAGNET",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,4.0
CONT_AWD_0001_9700_N0016415GWS82_9700,0001,26712002.43,26712002.43,2016-12-21,2017,Department of Defense,Department of the Navy,GUVUU89P78Q3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,ANNE ARUNDEL,MD,MARYLAND,DELIVERY ORDER,AUXILLIARY EQUIPMENT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N0016416GWS96_9700,0001,1587123.78,3277958.78,2016-08-04,2016,Department of Defense,Department of the Navy,MMA7H4NEMCT9,CAES SYSTEMS LLC,CAES SYSTEMS LLC,MONTGOMERY,PA,PENNSYLVANIA,DELIVERY ORDER,ENGINEERING SERVICES  IGF::OT::IGF,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,1.0
CONT_AWD_0001_9700_N0016416GWS99_9700,0001,792847.42,1981071.0,2017-01-27,2017,Department of Defense,Department of the Navy,M3J1B3ML1CE5,"CRANE ELECTRONICS, INC.",CRANE CO,OKALOOSA,FL,FLORIDA,DELIVERY ORDER,IGF::OT::IGF EA-18G ENGINEERING SERVICES,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,1.0
CONT_AWD_0001_9700_N0017415D0011_9700,0001,16801431.6,17342328.35,2015-09-01,2015,Department of Defense,Defense Contract Management Agency,EHBBTWLFSMW1,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,FAIRFAX,VA,VIRGINIA,DELIVERY ORDER,"AEODRS INCREMENT 1 KICKOFF MEETING, TUNR OVER MEETING, STATUS REVIEW, NON-RECURRING ENGINEERING, PRODUCTION REPRESENTATIVE MODELS, AND SYSTEMS ENGINEERING MANAGEMENT PLAN.",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,
CONT_AWD_0001_9700_N0042115G0001_9700,0001,1385953.65,1637704.0,2015-09-30,2015,Department of Defense,Defense Contract Management Agency,DD2QET4D27T3,"SIERRA NEVADA COMPANY, LLC","SIERRA NEVADA COMPANY, LLC",WASHOE,NV,NEVADA,DELIVERY ORDER,IGF::OT::IGF CORROSION IMPROVEMENT RETROFIT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_N6893611D0001_9700,0001,35660783.48,33532251.78,2010-11-16,2011,Department of Defense,Department of the Navy,FJS8P9C6B368,DCS CORPORATION,DCS CORPORATION,KERN,CA,CALIFORNIA,DELIVERY ORDER,F/A-18&EA-18G IPT SUPPORT,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0001_9700_N6893614D0008_9700,0001,249731700.23,261853858.1,2013-12-12,2014,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,H14 SYSTEM CONFIGURATION SET,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0001_9700_SPRBL118D0010_9700,0001,4539513.17,4539513.17,2018-03-30,2018,Department of Defense,Defense Logistics Agency,CBLMPHXKV143,"NOROTOS, INC","NOROTOS, INC",ORANGE,CA,CALIFORNIA,DELIVERY ORDER,"5855-01-612-5116, HELMET MOUNT, NVG 5855-01-610-8704, HELMET MOUNT, NVG",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_0001_9700_SPRBL118D0019_9700,0001,835253.0,835253.0,2018-05-29,2018,Department of Defense,Defense Logistics Agency,L5VJJNAPBL44,NORTHROP GRUMMAN ITALIA S.P.A,NORTHROP GRUMMAN CORPORATION,,,,DELIVERY ORDER,NSN:6605-15-012-8776 FIBER OPTIC GYROSCOPE (FOGS),334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_W15P7T06DT002_9700,0001,32414338.6,32414338.6,2006-09-29,2006,Department of Defense,Department of the Army,E4X3BLZPPPX3,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,COOK,IL,ILLINOIS,DELIVERY ORDER,FIREFINDER SHELTERS AND SPARES,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_W15QKN08D0454_9700,0001,8646695.02,8646695.02,2008-06-26,2008,Department of Defense,Department of the Army,V24HYE4YVGH6,KONGSBERG DEFENCE & AEROSPACE AS,KONGSBERG GRUPPEN ASA,,,,DELIVERY ORDER,CROWS TRAINING SYSTEM EQUIPMENT  TAS::21 2020::TAS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_0001_9700_W52P1J16D0035_9700,0001,20433022.88,20998457.04,2015-12-18,2016,Department of Defense,Defense Contract Management Agency,H7PNSVNN5827,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ORANGE,FL,FLORIDA,DELIVERY ORDER,IGF::OT::IGF,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0001_9700_W52P1J17D0043_9700,0001,335189493.18,87441001.83,2017-04-28,2017,Department of Defense,Department of the Army,H7PNSVNN5827,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,ORANGE,FL,FLORIDA,DELIVERY ORDER,ADMINSITRATIVE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_0001_9700_W56HZV18D0037_9700,0001,11073888.01,11699611.31,2018-03-30,2018,Department of Defense,Defense Contract Management Agency,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",QINETIQ GROUP PLC,MIDDLESEX,MA,MASSACHUSETTS,DELIVERY ORDER,"MULTIPLE AWARD IDIQ FOR COMMON ROBOTIC SYSTEM (INDIVIDUAL) (CRS(I)) ENGINEERING AND MANUFACTURING DEVELOPMENT, RUN-OFF TEST PLAN, LOW RATE INITIAL PRODUCTION (2.5 YRS), FULL RATE PRODUCTION (6.5 YRS)",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,1.0
CONT_AWD_0001_9700_W56JSR16D0016_9700,0001,4030391.85,4030391.85,2016-09-27,2016,Department of Defense,Department of the Army,T8GEBYLY8T89,HONEYWELL INTERNATIONAL INC.,"RESIDEO TECHNOLOGIES, INC.",HENNEPIN,MN,MINNESOTA,DELIVERY ORDER,IGF::OT::IGF THIS TASK ORDER PROCURES TEST/INSPECT&REPAIR SERVICES OF 3 DIFFERENT NSNS AND THE FIRST PHASE OR YEAR OF ENGINEERING SERVICES FOR THE UPDATED DESIGN OF THE COMMON CORE RADAR ALTIMETER.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_W56JSR17D0018_9700,0001,24018340.96,24018340.96,2017-09-28,2017,Department of Defense,Department of the Army,NM28F17E1ZY7,RAYTHEON COMPANY,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,HARFORD,MD,MARYLAND,DELIVERY ORDER,131 MANPADS AND SUPPORT SERVICES,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_W56JSR17D0025_9700,0001,2612361.82,2612361.82,2017-09-26,2017,Department of Defense,Department of the Army,NFZTKCLHXAB7,HAMILTON SUNDSTRAND CORPORATION,RTX CORP,MARICOPA,AZ,ARIZONA,DELIVERY ORDER,"IGF::OT::IGF FUNDING ADDED TO CLINS 1001AA (DSC T&I), 1003AA (DSC REPAIRS), 1004AA (AFCC T&I), 1006AA (AFCC REPAIRS) TOTAL AMOUNT: $2,737,772.00",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_0001_9700_W56KGY16D0001_9700,0001,45691348.05,47491349.05,2015-11-05,2016,Department of Defense,Department of the Army,KTMAJCY6JXM3,"LEIDOS, INC.","LEIDOS HOLDINGS, INC.",FAIRFAX,VA,VIRGINIA,DELIVERY ORDER,IGF::OT::IGF  AWARD OF TASK ORDER 0001 FOR AIRBORNE RECONNAISSANCE LOW-ENHANCED (ARL-E) SYSTEM 1.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,
CONT_AWD_0001_9700_W56KGY17D0005_9700,0001,353907246.06,353907246.06,2017-03-30,2017,Department of Defense,Defense Contract Management Agency,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ONONDAGA,NY,NEW YORK,DELIVERY ORDER,FULL RATE PRODUCTION OF AN/TPQ-53 COUNTER FIRE TARGET ACQUISITION RADAR SYSTEMS.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
